user_id,adopt_day,adopt_period,preadopt_client,any_client,country,canada_us,europe,southamerica,perc_ads,georegion,min_period,max_period,min_day,max_day,age,gender_female,tot_plays_main,tot_plays_pre,tot_plays_init,pre_avg_daily_plays,pre_uniq_songs,pre_uniq_artists,pre_uniq_genres,pre_ss_p_stat_20,pre_ss_p_stat_100,pre_ss_p_stat_500,pre_ss_u_stat_20,pre_ss_u_stat_100,pre_ss_u_stat_500,pre_c2_songs,pre_c2_artists,pre_c2_genres,pre_herf_songs,pre_herf_artists,pre_herf_genres,pre_new_artistsp,pre_new_artistsu,pre_multiple_artistsu,pre_no_players,pre_avg_completion,pre_no_listening_days,pre_perc_itunes,pre_session_length,pre_artist_age,pre_client
175,358,52,itun+other,spot+itun+other,IT,0,1,0,0.014608234,Europe,1,65,1,455,25,0,5239,547,8724,7.103896104,11.44117647,2.470588235,0.647058824,0.016453382,0.151736746,0.296160878,0.2,0.1,0.052,0.02559415,0.162705667,0.533820841,0.003599491,0.046599534,0.183754499,0.149908592,0.238095238,0.488095238,2,0.984678103,34,0.140767824,52.31608187,1982.513889,itun+other
176,223,32,wawmpfoo+other,spot+wawmpfoo+other,AR,0,0,1,0.11038961,South America,1,65,2,453,18,1,5283,1633,6050,19.44047619,13.70769231,1.815384615,0.461538462,0.149418249,0.216778934,0.582363748,0.3,0.15,0.086,0.018983466,0.134109002,0.66442131,0.002190357,0.02802839,0.25016828,0.080220453,0.271186441,0.838983051,3,0.931548456,65,0,64.1998538,1989.833333,wawmpfoo+other
177,1,1,no_prior_usage,spot+itun,IT,0,1,0,0.05073231,Europe,1,66,1,458,27,0,11352,1707,5390,21.3375,17.46296296,7.759259259,1.925925926,0.050380785,0.137668424,0.376098418,0.45,0.27,0.136,0.033391916,0.077328647,0.391329818,0.002798017,0.011622771,0.123105556,0.293497364,0.570405728,0.534606205,4,0.976343065,54,0,99.89662447,2000.721805,spot+other
178,377,54,wawmpfoo+other,spot+wawmpfoo+other,BR,0,0,1,0.083333333,South America,1,62,1,434,17,0,14921,12109,44750,144.1547619,21.85507246,2.333333333,0.565217391,0.143777356,0.337104633,0.801469981,0.3,0.3,0.156,0.004872409,0.234784045,0.761417128,0.00079358,0.049717727,0.369396084,0.02939962,0.211180124,0.98136646,2,0.988769209,69,0,450.1773016,1992.519481,wawmpfoo+other
179,3,1,itun,spot+itun+wawmpfoo+other,PT,0,1,0,0.012420275,Europe,1,66,2,458,25,0,13595,2689,14073,32.01190476,13.47692308,1.784615385,0.538461538,0.023800669,0.161770175,0.450353291,0.15,0.16,0.09,0.019338044,0.156563778,0.557828189,0.0034518,0.043536322,0.221630042,0.108590554,0.422413793,0.646551724,4,0.99081304,65,0.229081443,81.8406953,1988.389381,spot+itun+wawmpfoo+other
180,328,47,itun+other,spot+itun+other,UK,0,1,0,0.035335689,Europe,1,65,1,455,21,0,7562,4151,14589,49.41666667,28.16,2.64,0.493333333,0.162370513,0.305468562,0.659841002,0.45,0.33,0.184,0.02240424,0.158756926,0.622982414,0.001386297,0.026280322,0.247365923,0.07178993,0.237373737,0.792929293,2,0.969039393,75,0.261141894,134.8367216,1985.630769,itun+other
181,NA,NA,NA,other,RU,0,0,0,NA,Other,1,65,2,454,22,0,271,65,763,1.203703704,14.5,3.25,1.25,0,0.292307692,0.323076923,0.05,0.03,0.008,0.092307692,0.430769231,0.630769231,0.020118343,0.141775148,0.257278107,0.523076923,0.615384615,0.769230769,2,0.967224389,4,0,63.04666667,1997.230769,other
182,1,1,no_prior_usage,spot+itun+other,BR,0,0,1,0.022252122,South America,1,66,1,457,22,0,16623,3151,20380,37.51190476,6.753623188,1.68115942,0.449275362,0.002221517,0.196128213,0.731196446,0.1,0.11,0.074,0.069819105,0.403046652,0.86766106,0.008146099,0.112309734,0.381234451,0.093303713,0.517241379,0.672413793,4,0.96464773,69,0,69.91177885,1979.45045,spot+other
183,NA,NA,NA,wawmpfoo+other,BR,0,0,1,NA,South America,1,66,5,458,24,0,4283,568,7674,7.888888889,7.090909091,2.363636364,0.818181818,0.066901408,0.149647887,0.477112676,0.35,0.14,0.076,0.036971831,0.151408451,0.485915493,0.006093781,0.033494098,0.153323993,0.084507042,0.221153846,0.538461538,3,0.970054844,44,0,28.6702957,2002.78125,wawmpfoo+other
184,NA,NA,NA,itun+other,GT,0,0,0,NA,Other,1,7,2,44,23,1,37,568,4242,8,15.75757576,4.606060606,1.818181818,0.075704225,0.11443662,0.195422535,0.4,0.14,0.052,0.026408451,0.052816901,0.242957746,0.002368082,0.014927594,0.0528293,0.376760563,0.322368421,0.453947368,2,0.983766505,33,0.165492958,69.92222222,1979.343066,itun+other
185,243,35,itun+other,spot+itun+wawmpfoo+other,CO,0,0,1,0.009331985,South America,1,66,1,458,24,0,23392,4360,28693,51.9047619,42.73417722,5.329113924,0.974683544,0.030733945,0.13646789,0.300229358,0.4,0.38,0.224,0.005045872,0.02912844,0.291972477,0.000389803,0.005649882,0.08515287,0.093348624,0.102137767,0.774346793,3,0.983874453,79,0.210779817,84.69691877,1996.596154,itun+other
186,70,10,no_prior_usage,spot,US,1,0,0,0.055483819,Canada/US,10,66,70,458,34,0,24782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,NA,NA,NA,other,BR,0,0,1,NA,South America,1,51,3,357,26,0,3762,1940,36451,23.65853659,8.058823529,1.843137255,0.431372549,0.002061856,0.369072165,0.519072165,0.1,0.07,0.038,0.032474227,0.323195876,0.495876289,0.005804017,0.091777022,0.176185567,0.070103093,0.117021277,0.606382979,4,0.97927936,51,0,59.15335917,1979.438202,other
188,NA,NA,NA,itun+other,NA,0,0,0,NA,Other,1,66,1,458,20,1,3847,1310,1310,17.23684211,8.396551724,2.672413793,0.844827586,0.051145038,0.109160305,0.332824427,0.3,0.2,0.098,0.030534351,0.148091603,0.322900763,0.004345901,0.024887827,0.086757182,0.381679389,1,0.696774194,3,0.983387845,58,0.23129771,64.5835,2002.326241,itun+other
189,1,1,no_prior_usage,spot+itun,MX,0,0,0,0.03125,Other,1,61,1,422,22,0,870,836,22735,12.66666667,16.36842105,3.657894737,1.236842105,0.013157895,0.075358852,0.312200957,0.2,0.13,0.06,0.017942584,0.167464115,0.5,0.002269293,0.030141824,0.199654884,0.141148325,0.323741007,0.669064748,3,0.980371477,38,0,71.28039216,1993.290076,spot+other
190,1,1,no_prior_usage,spot+itun+other,MX,0,0,0,0.032886534,Other,1,66,1,457,24,0,7620,2170,13053,25.83333333,9.232876712,2.315068493,0.671232877,0.006912442,0.146082949,0.438709677,0.35,0.22,0.118,0.046543779,0.121658986,0.29078341,0.005336703,0.027083608,0.082819342,0.233179724,0.319526627,0.668639053,3,0.966057659,73,0.097235023,74.17287415,1998.704403,spot+itun+other
191,27,4,other,spot+other,FR,0,1,0,0.021671827,Europe,1,66,1,458,40,0,54189,12826,68068,152.6904762,30.05063291,12.97468354,1.974683544,0.061983471,0.160767192,0.290971464,0.5,0.35,0.184,0.009200062,0.065725869,0.377436457,0.00172267,0.007513415,0.098994959,0.049586777,0.312195122,0.51902439,3,0.990534173,79,0,380.9443396,1987.618634,spot+other
192,NA,NA,NA,wawmpfoo+other,CX,0,0,0,NA,Other,5,66,35,458,19,1,80279,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,6,1,no_prior_usage,spot+itun+wawmpfoo+other,US,1,0,0,0.013313609,Canada/US,1,65,6,454,62,0,1829,603,9733,7.632911392,13.81578947,9.526315789,1.894736842,0.034825871,0.039800995,0.099502488,0.3,0.09,0.056,0.013266998,0.044776119,0.441127695,0.002191915,0.005239144,0.114521368,0.152570481,0.20441989,0.309392265,3,0.977353784,38,0,55.89186047,1972.244776,spot+other
194,NA,NA,NA,wawmpfoo+other,PL,0,1,0,NA,Europe,1,53,1,365,31,1,672,929,2002,11.75949367,22.88888889,2.777777778,0.851851852,0.002152853,0.02583423,0.19590958,0.15,0.06,0.036,0.010764263,0.159311087,0.367061356,0.002014968,0.038247314,0.108698196,0.480086114,0.786666667,0.586666667,2,0.988916679,27,0,106.6592593,1983.422535,wawmpfoo+other
195,NA,NA,NA,other,UA,0,0,0,NA,Other,1,57,1,397,32,0,18598,3677,4004,47.75324675,48.86792453,28.18867925,4.169811321,0.036986674,0.056567854,0.096002176,0.5,0.25,0.122,0.022300789,0.053304324,0.43840087,0.000900792,0.004323637,0.158171225,0.845798205,0.991967871,0.340696118,2,0.979214025,53,0,207.6767857,1996.40717,other
196,431,62,itun+wawmpfoo+other,spot+itun+wawmpfoo+other,DE,0,1,0,0,Europe,1,66,1,457,25,1,10375,3568,29870,42.47619048,9.597222222,2.097222222,0.597222222,0.016255605,0.149663677,0.406670404,0.25,0.16,0.082,0.017656951,0.163957399,0.683295964,0.003312485,0.04282948,0.387183849,0.048486547,0.463576159,0.715231788,3,0.910515291,72,0.146580717,83.32655556,2003.492958,itun+other
197,1,1,no_prior_usage,spot+wawmpfoo+other,BR,0,0,1,0.064719921,South America,1,65,1,451,21,1,8287,4626,18291,55.07142857,21.14084507,3.957746479,0.873239437,0.148292261,0.442498919,0.661910938,0.4,0.38,0.218,0.034154777,0.159533074,0.515131863,0.003339646,0.027178475,0.170894448,0.179636835,0.519572954,0.62633452,6,0.978704095,71,0,131.2879412,1988.01476,spot+wawmpfoo+other
198,NA,NA,NA,wawmpfoo+other,DE,0,1,0,NA,Europe,1,66,5,458,29,1,4534,1088,15677,13.7721519,5,0.979591837,0.448979592,0.126838235,0.179227941,0.416360294,0.2,0.07,0.034,0.043198529,0.364889706,0.450367647,0.009963303,0.113225495,0.151269193,0.193933824,0.270833333,0.791666667,3,0.990709666,49,0,71.3783105,1996.608696,wawmpfoo+other
199,1,1,no_prior_usage,spot+itun+other,BR,0,0,1,0.046416636,South America,1,61,1,426,16,0,8417,2686,41429,31.97619048,4.597222222,0.708333333,0.319444444,0.372300819,0.490320179,0.735666418,0.3,0.13,0.058,0.047654505,0.470215934,0.494787789,0.007930867,0.136988682,0.166052264,0.016008935,0.235294118,0.784313725,4,0.979407366,72,0.002606106,88.89173028,2002.72,spot+itun+other
200,NA,NA,NA,wawmpfoo+other,BR,0,0,1,NA,South America,1,65,1,453,23,0,5253,6246,33260,74.35714286,43.375,2.4375,0.984375,0,0,0.058117195,0.05,0.01,0.01,0.107268652,0.124399616,0.256003842,0.008560535,0.022522362,0.060164333,0.400576369,0.647435897,0.833333333,3,0.990760963,64,0,459.5885057,1989.574627,wawmpfoo+other
201,NA,NA,NA,wawmpfoo,FR,0,1,0,NA,Europe,1,5,1,33,28,0,160,1414,8527,17.675,17.05,5.083333333,1.283333333,0.001414427,0.018387553,0.074257426,0.15,0.07,0.036,0.017680339,0.085572843,0.358557284,0.001729522,0.011774556,0.085902943,0.20155587,0.37704918,0.570491803,2,0.975318684,60,0,73.82245763,1998.976744,wawmpfoo+other
202,1,1,no_prior_usage,spot+wawmpfoo,NL,0,1,0,0.047919294,Europe,1,66,1,457,34,1,3982,716,3472,8.626506024,13.36363636,3.818181818,1.159090909,0.005586592,0.131284916,0.273743017,0.2,0.14,0.076,0.012569832,0.078212291,0.346368715,0.002083268,0.01561671,0.097145064,0.472067039,0.642857143,0.529761905,2,0.988253624,44,0,60.08976608,1996.748466,spot+other
203,3,1,itun+other,spot+itun+other,US,1,0,0,0.028745163,Canada/US,1,66,1,458,24,0,12500,2588,6642,30.80952381,22.71428571,2.493506494,0.818181818,0.04057187,0.124420402,0.473338485,0.25,0.16,0.114,0.00927357,0.083075734,0.271638331,0.000856109,0.0157671,0.066334575,0.234544049,0.484375,0.807291667,6,0.93529144,77,0.007727975,76.66773963,1995.773481,spot+itun+other
204,NA,NA,NA,other,RU,0,0,0,NA,Other,1,66,1,457,21,0,17726,4560,7636,54.28571429,21.78481013,3.506329114,1.151898734,0.002412281,0.030482456,0.055701754,0.15,0.07,0.032,0.03245614,0.169736842,0.381578947,0.002527893,0.034591605,0.109017775,0.185087719,0.790613718,0.516245487,4,0.984174088,79,0,129.7231343,1998.142241,other
205,NA,NA,NA,wawmpfoo+other,BR,0,0,1,NA,South America,14,66,98,457,20,0,4456,3105,15491,55.44642857,25.05357143,3.303571429,0.803571429,0.000644122,0.037359098,0.499838969,0.15,0.1,0.088,0.013204509,0.230595813,0.576489533,0.001289386,0.049380123,0.2202354,0.099194847,0.259459459,0.47027027,1,0.984295096,56,0,64.51588542,1991.89313,other
206,1,1,no_prior_usage,spot,NA,0,0,0,0.010907003,Other,1,65,1,455,30,0,1742,1120,1120,29.47368421,32.58333333,21.29166667,5.333333333,0.014285714,0.035714286,0.138392857,0.5,0.19,0.142,0.0125,0.058035714,0.215178571,0.001725128,0.004912309,0.046935587,0.902678571,1,0.442270059,2,0.982744398,24,0,130.0195035,1997.915718,spot+other
207,NA,NA,NA,wawmpfoo+other,BR,0,0,1,NA,South America,1,66,1,457,16,0,10482,5512,7988,65.61904762,38.25316456,1.696202532,0.405063291,0.052068215,0.251269956,0.767053701,0.2,0.2,0.136,0.006712627,0.13969521,0.613751814,0.000571586,0.029764522,0.240349463,0.158563135,0.582089552,0.910447761,2,0.982541358,79,0,110.5608828,1982.546154,wawmpfoo+other
208,1,1,no_prior_usage,spot+wawmpfoo+other,NA,0,0,0,0.010924069,Other,1,61,1,422,23,0,6797,2325,4723,27.67857143,18.32432432,2.702702703,0.675675676,0.063225806,0.084301075,0.284301075,0.3,0.14,0.084,0.013763441,0.126021505,0.261935484,0.001273303,0.019529102,0.064755324,0.264086022,0.515,0.71,5,0.986138171,74,0,53.83641975,1986.572193,spot+wawmpfoo+other
209,1,1,no_prior_usage,spot+wawmpfoo+other,PL,0,1,0,0.010540567,Europe,1,66,1,458,15,1,21582,1386,1386,46.2,12.18181818,1.636363636,0.5,0.037518038,0.081529582,0.107503608,0.1,0.03,0.016,0.06998557,0.546176046,0.769119769,0.013985453,0.175183082,0.348757624,0.317460317,1,0.833333333,7,0.988640744,22,0,124.0836601,2001.59375,spot+other
210,NA,NA,NA,wawmpfoo,PL,0,1,0,NA,Europe,2,12,8,83,20,1,178,297,9445,4.304347826,13.8,5.733333333,2,0.003367003,0.111111111,0.441077441,0.1,0.04,0.02,0.104377104,0.417508418,0.437710438,0.012232312,0.122153068,0.146277591,0.255892256,0.848837209,0.162790698,2,0.98269628,15,0,93.571875,2004.293333,wawmpfoo+other
211,NA,NA,NA,wawmpfoo+other,HR,0,0,0,NA,Other,1,66,2,457,22,1,4831,5999,21137,72.27710843,28.3943662,5.464788732,1.056338028,0.045840973,0.245207535,0.436906151,0.85,0.49,0.228,0.019003167,0.163860643,0.404400733,0.001729493,0.026622957,0.112171248,0.099016503,0.24742268,0.654639175,3,0.967808143,71,0,188.4284524,1995.575419,wawmpfoo+other
212,NA,NA,NA,itun+other,US,1,0,0,NA,Canada/US,1,63,1,441,20,1,4525,2323,3266,27.98795181,26.12068966,7.689655172,1.706896552,0.0038743,0.016358158,0.149375807,0.15,0.13,0.096,0.009040034,0.061988808,0.240206629,0.001040893,0.009687882,0.053501371,0.232888506,0.674887892,0.585201794,4,0.945823165,58,0.030133448,82.296,1999.733491,itun+other
213,NA,NA,NA,other,US,1,0,0,NA,Canada/US,1,66,1,457,30,0,8987,4590,24731,54.64285714,36.34177215,14.41772152,2.215189873,0.001742919,0.001742919,0.019607843,0.15,0.03,0.058,0.012418301,0.184749455,0.283006536,0.000809185,0.029538497,0.067262354,0.086928105,0.25548727,0.474978051,7,0.971252121,79,0.00043573,136.3890228,1988.737895,itun+other
214,NA,NA,NA,itun+other,MK,0,0,0,NA,Other,1,66,1,458,21,0,3714,585,5034,6.964285714,6.70212766,2.744680851,1.021276596,0.001709402,0.011965812,0.08034188,0.1,0.05,0.042,0.088888889,0.188034188,0.278632479,0.009832712,0.040847396,0.072469866,0.341880342,0.635658915,0.333333333,4,0.96033201,47,0.152136752,32.36477987,1997.714286,itun+other
215,151,22,wawmpfoo+other,spot+wawmpfoo+other,PL,0,1,0,0.049689441,Europe,1,47,1,326,17,1,1342,1215,15120,14.46428571,6.581081081,1.567567568,0.337837838,0.130864198,0.484773663,0.797530864,0.45,0.27,0.138,0.067489712,0.192592593,0.607407407,0.006884452,0.039738522,0.284781114,0.025514403,0.103448276,0.732758621,3,0.965716842,74,0,45.41072072,1985.210526,wawmpfoo+other
216,NA,NA,NA,wawmpfoo+other,RU,0,0,0,NA,Other,1,66,1,458,17,1,9077,4950,4950,66,12.89552239,3,0.880597015,0.153333333,0.373737374,0.714949495,0.5,0.34,0.158,0.023434343,0.148282828,0.530707071,0.002799551,0.026586512,0.167384308,0.242828283,1,0.691542289,5,0.682480448,67,0,95.57804598,1999.508021,other
217,NA,NA,NA,itun+wawmpfoo,NA,0,0,0,NA,Other,1,49,5,343,21,0,42,94,1212,6.266666667,12,1.25,0.75,0,0,0,0.05,0.01,0.002,0.117021277,0.712765957,0.904255319,0.035536442,0.359212313,0.43843368,0.914893617,0.8,1,2,0.983824541,4,0,163.2555556,1995,wawmpfoo+other
218,353,51,wawmpfoo+other,spot+wawmpfoo+other,IT,0,1,0,0.032329989,Europe,1,65,1,455,25,0,12217,2769,15579,32.96428571,20.56410256,2.679487179,0.858974359,0.014445648,0.043698086,0.268327916,0.2,0.18,0.106,0.011195377,0.112676056,0.339111593,0.001005952,0.020315073,0.078649616,0.299747201,0.440191388,0.679425837,4,0.98164643,78,0,62.03704427,1991.848039,wawmpfoo+other
219,1,1,no_prior_usage,spot+itun,AT,0,1,0,0.036633232,Europe,1,64,1,447,20,0,5971,1648,11569,19.61904762,10.05128205,2.320512821,0.474358974,0.006674757,0.054004854,0.462985437,0.2,0.16,0.092,0.026092233,0.304004854,0.410194175,0.00310983,0.058826085,0.139688295,0.11407767,0.298342541,0.624309392,4,0.955632569,78,0.027912621,48.96268116,1991.223602,spot+itun+wawmpfoo+other
220,NA,NA,NA,other,RU,0,0,0,NA,Other,1,61,1,422,26,1,1967,3199,14778,38.54216867,20.01333333,3.173333333,0.973333333,0.012816505,0.030321976,0.167239762,0.25,0.1,0.084,0.019381057,0.086589559,0.378868396,0.001432829,0.013103794,0.098419608,0.060331354,0.109243697,0.819327731,2,0.981409141,75,0,116.4653928,1997.030435,other
221,NA,NA,NA,other,PT,0,1,0,NA,Europe,1,66,1,458,23,0,16603,4993,4995,59.44047619,6.443037975,0.278481013,0.126582278,0.009212898,0.690767074,0.772481474,0.1,0.06,0.02,0.12737833,0.697376327,0.832565592,0.01763747,0.422995518,0.633136862,0.096134588,1,1,2,0.926533332,79,0,143.4698057,1998.428571,other
222,NA,NA,NA,itun+other,BR,0,0,1,NA,South America,1,66,1,457,21,0,16722,5235,33463,62.32142857,13.22077922,1.753246753,0.38961039,0.187774594,0.290353391,0.568672397,0.55,0.26,0.116,0.021585482,0.127602674,0.644890162,0.00233616,0.023536351,0.325075565,0.121680993,0.185185185,0.985185185,3,0.72656369,77,0.414135626,70.65998168,2002.430769,itun+other
223,NA,NA,NA,itun+other,UK,0,1,0,NA,Europe,1,65,2,454,25,0,2223,3074,23812,36.5952381,10.98412698,0.857142857,0.285714286,0.026350033,0.36402082,0.681522446,0.3,0.15,0.064,0.013337671,0.310670137,0.593689005,0.003031491,0.08913489,0.265408368,0.133376708,0.222222222,0.814814815,2,0.922981902,63,0.059531555,117.944186,1998.055556,itun+other
224,67,10,wawmpfoo,spot+wawmpfoo+other,RS,0,0,0,0.086932447,Other,1,66,5,457,30,0,25669,8753,77296,118.2837838,94.1147541,7.081967213,2.475409836,0.00297041,0.026847938,0.063978065,0.15,0.12,0.078,0.003427396,0.091625728,0.168856392,0.000350388,0.00986821,0.038683295,0.641380098,0.650462963,0.965277778,2,0.98638258,61,0,443.9173993,1991.247573,wawmpfoo+other
225,NA,NA,NA,wawmpfoo,NO,0,0,0,NA,Other,1,26,3,181,22,0,368,1438,2344,22.46875,26.97435897,1.974358974,0.948717949,0.04659249,0.109179416,0.378998609,0.3,0.09,0.058,0.038942976,0.091098748,0.376912378,0.002290308,0.018711276,0.092532125,0.525034771,0.714285714,1,2,0.969371099,39,0,89.47686567,1984.906667,wawmpfoo+other
226,1,1,no_prior_usage,spot+other,CR,0,1,0,0.06963001,Europe,1,66,1,456,25,0,8159,4000,12161,54.05405405,47.85714286,4.017857143,1.446428571,0.00025,0.02375,0.0505,0.1,0.07,0.032,0.0065,0.083,0.17125,0.00062775,0.0118745,0.04094325,0.49725,0.706666667,0.822222222,3,0.990389891,56,0,184.446558,2002.748768,spot+other
227,1,1,no_prior_usage,spot,NA,0,0,0,0.012376547,Other,1,66,1,458,19,0,7999,1578,14999,18.78571429,15.13888889,1.152777778,0.291666667,0,0,0.130544994,0.05,0.01,0.014,0.006337136,0.133079848,0.501901141,0.001219236,0.023987143,0.154244596,0.088086185,0.156626506,1,2,0.993011412,72,0,42.06909492,2000.8625,spot+other
228,NA,NA,NA,itun+other,BR,0,0,1,NA,South America,1,66,1,458,16,1,303,343,1708,4.083333333,7.3,3.866666667,0.733333333,0,0.005830904,0.256559767,0.05,0.02,0.058,0.034985423,0.134110787,0.551020408,0.006298396,0.022703125,0.227685743,0.201166181,0.318965517,0.568965517,2,0.945490301,30,0.416909621,53.5496124,1992.955752,itun+other
229,NA,NA,NA,itun+other,US,1,0,0,NA,Canada/US,1,58,1,406,24,0,16473,3942,23882,46.92857143,30.46153846,6.815384615,1.2,0.028158295,0.163368848,0.475900558,0.3,0.25,0.148,0.032217149,0.147133435,0.440892948,0.002316054,0.025922296,0.151295639,0.165398275,0.410835214,0.523702032,2,0.964442231,65,0.159563673,95.49585742,1988.983957,itun+other
230,NA,NA,NA,itun+other,CL,0,0,1,NA,South America,1,61,1,427,28,0,7935,3538,22193,42.62650602,24.05479452,2.082191781,0.616438356,0.006783493,0.016393443,0.23629169,0.15,0.09,0.06,0.014414924,0.215375919,0.514132278,0.001250735,0.043723303,0.171425412,0.032786885,0.125,0.703947368,2,0.9714691,73,0.131995478,97.78397129,1994.277027,itun+other
231,NA,NA,NA,other,NA,0,0,0,NA,Other,1,65,1,455,27,0,8474,4755,16173,57.28915663,36.89855072,10.89855072,2.202898551,0.039116719,0.109989485,0.352681388,0.7,0.46,0.296,0.010094637,0.042902208,0.34426919,0.000873197,0.004614988,0.088037718,0.093165089,0.276595745,0.695478723,8,0.957946485,69,0,136.2026882,2000.271041,other
232,1,1,no_prior_usage,spot+itun+wawmpfoo+other,BR,0,0,1,0.042357274,South America,1,66,1,458,19,0,11955,4175,23151,49.70238095,25.08333333,5.680555556,0.875,0.195688623,0.493892216,0.778203593,0.9,0.69,0.338,0.034491018,0.184191617,0.707065868,0.002209043,0.027706924,0.408504514,0.028742515,0.178484108,0.696821516,7,0.865590925,72,0.011257485,83.32445415,1999.601523,spot+itun+wawmpfoo+other
233,457,66,wawmpfoo+other,spot+wawmpfoo+other,NA,0,0,0,0,Other,1,66,1,458,22,0,19014,3620,21119,43.0952381,24.16216216,2.675675676,0.472972973,0.001104972,0.062154696,0.446961326,0.1,0.09,0.118,0.012154696,0.081491713,0.583149171,0.001108025,0.015994017,0.258564452,0.075690608,0.247474747,0.767676768,6,0.984025451,74,0,111.7518849,1992.917098,wawmpfoo+other
234,NA,NA,NA,itun+other,BR,0,0,1,NA,South America,1,64,1,443,19,0,32495,12967,57709,154.3690476,40.30769231,2.564102564,0.538461538,0.169738567,0.304002468,0.573070101,0.75,0.46,0.22,0.013572916,0.100640086,0.508444513,0.000954158,0.013290543,0.209148311,0.074651037,0.125,0.995,2,0.992673012,78,0.261587106,563.1232639,2003.005128,itun+other
235,NA,NA,NA,wawmpfoo,PL,0,1,0,NA,Europe,1,66,1,458,25,0,25464,4937,24937,58.77380952,11.51948052,0.727272727,0.168831169,0,0.000810209,0.129025724,0.05,0.02,0.014,0.008507191,0.12396192,0.478225643,0.001714657,0.030341509,0.17254576,0.144824792,0.428571429,1,2,0.991080641,77,0,143.0407778,2004.192308,wawmpfoo+other
236,1,1,no_prior_usage,spot,PL,0,1,0,0.044619821,Europe,1,66,1,458,19,1,6589,855,2967,10.17857143,6.372881356,2.610169492,0.593220339,0.019883041,0.147368421,0.377777778,0.3,0.24,0.108,0.065497076,0.114619883,0.409356725,0.008592045,0.022859683,0.143047091,0.45497076,0.707792208,0.577922078,3,0.974754152,59,0,36.308,2001.486842,spot+other
237,NA,NA,NA,itun+other,MX,0,0,0,NA,Other,1,64,7,442,29,0,671,427,3607,5.144578313,18.0625,10.4375,2.3125,0.00234192,0.00234192,0.025761124,0.1,0.02,0.016,0.023419204,0.110070258,0.49882904,0.004590603,0.015932737,0.148374641,0.154566745,0.28742515,0.48502994,3,0.971935572,16,0.131147541,118.5429825,2001.928058,itun+other
238,NA,NA,NA,itun+other,UK,0,1,0,NA,Europe,1,33,1,230,17,0,2431,923,2949,10.98809524,10.21212121,2.484848485,0.53030303,0.002166847,0.049837486,0.248104009,0.1,0.11,0.086,0.013001083,0.075839653,0.546045504,0.002055336,0.014129112,0.179065392,0.294691224,0.31097561,0.695121951,2,0.961749014,66,0.154929577,40.80655556,1997.719745,itun+other
239,NA,NA,NA,other,ID,0,0,0,NA,Other,1,66,1,458,24,0,7605,3763,21881,44.79761905,20.93670886,2.708860759,0.873417722,0.0029232,0.020196652,0.140579325,0.1,0.08,0.05,0.049694393,0.105235185,0.354238639,0.002559221,0.014331397,0.094864334,0.203295243,0.280373832,0.929906542,2,0.988047305,79,0,91.75703704,2001.120219,other
240,90,13,other,spot+other,US,1,0,0,0.013376717,Canada/US,1,66,1,456,29,0,6004,2759,10910,32.8452381,30.20895522,5.835820896,1.194029851,0.015585357,0.04458137,0.17723813,0.15,0.13,0.12,0.009061254,0.056179775,0.412468286,0.000765494,0.008777232,0.123150161,0.115984052,0.163682864,0.616368286,2,0.970392427,67,0,83.43622754,1995.620596,other
241,NA,NA,NA,wawmpfoo+other,NL,0,1,0,NA,Europe,1,64,1,448,25,0,8129,1362,11155,16.21428571,11.83783784,3.337837838,0.986486486,0.008810573,0.010279001,0.055800294,0.1,0.04,0.026,0.046989721,0.118208517,0.18061674,0.002973514,0.020753147,0.047336883,0.291483113,0.688259109,0.465587045,2,0.984377903,74,0,50.28438819,1992.856354,wawmpfoo+other
242,NA,NA,NA,other,RU,0,0,0,NA,Other,1,66,1,457,20,0,23544,5018,28616,59.73809524,11.30379747,3.734177215,0.987341772,0.000398565,0.195496214,0.44679155,0.1,0.17,0.078,0.073933838,0.151056198,0.340175369,0.006520647,0.029894294,0.103029254,0.114786768,0.362711864,0.606779661,4,0.933348923,79,0,86.93322222,1997.776744,other
243,223,32,wawmpfoo+other,spot+wawmpfoo+other,BR,0,0,1,0.090455213,South America,1,66,1,458,17,0,11767,4476,22776,53.92771084,33.94202899,2.115942029,0.31884058,0.006702413,0.09562109,0.519883825,0.15,0.1,0.078,0.008266309,0.125111707,0.727211796,0.000823377,0.026306022,0.317195433,0.087578195,0.417808219,0.746575342,3,0.975672104,69,0,109.7060032,1986.985507,wawmpfoo+other
244,NA,NA,NA,wawmpfoo+other,BR,0,0,1,NA,South America,1,66,1,457,19,0,11846,1830,11790,21.78571429,18.92424242,1.166666667,0.257575758,0.132786885,0.13989071,0.457923497,0.1,0.05,0.048,0.016939891,0.210382514,0.624590164,0.001308489,0.042984861,0.224725134,0.245355191,0.298701299,0.87012987,3,0.993520952,66,0,63.60510417,1991.309859,wawmpfoo+other
